source,category,name,stem,extension,relative_path,size_bytes,duration_seconds,tags
400 Sounds Pack,Musical Effects,vibraphone_level_start.wav,vibraphone_level_start,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/vibraphone_level_start.wav,533112,3.022,quest
400 Sounds Pack,Musical Effects,vibraphone_mystery.wav,vibraphone_mystery,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/vibraphone_mystery.wav,303980,1.723,musical_effects
400 Sounds Pack,Musical Effects,vibraphone_negative.wav,vibraphone_negative,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/vibraphone_negative.wav,295104,1.673,musical_effects
400 Sounds Pack,Musical Effects,vibraphone_negative_long.wav,vibraphone_negative_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/vibraphone_negative_long.wav,328472,1.862,musical_effects
400 Sounds Pack,Musical Effects,vibraphone_negative_quick.wav,vibraphone_negative_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/vibraphone_negative_quick.wav,264344,1.498,ui
400 Sounds Pack,Musical Effects,vibraphone_positive_long.wav,vibraphone_positive_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/vibraphone_positive_long.wav,405624,2.299,musical_effects
400 Sounds Pack,Musical Effects,xylophone_chime_positive.wav,xylophone_chime_positive,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/xylophone_chime_positive.wav,183928,1.042,musical_effects
400 Sounds Pack,Musical Effects,xylophone_chime_quick.wav,xylophone_chime_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/xylophone_chime_quick.wav,182508,1.034,ui
400 Sounds Pack,Musical Effects,xylophone_defeated.wav,xylophone_defeated,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/xylophone_defeated.wav,518376,2.938,musical_effects
400 Sounds Pack,Musical Effects,xylophone_inn.wav,xylophone_inn,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/xylophone_inn.wav,648604,3.677,musical_effects
400 Sounds Pack,Musical Effects,xylophone_level_complete.wav,xylophone_level_complete,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/xylophone_level_complete.wav,599612,3.399,quest
400 Sounds Pack,Musical Effects,xylophone_level_start.wav,xylophone_level_start,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/xylophone_level_start.wav,469228,2.66,quest
400 Sounds Pack,Musical Effects,xylophone_mystery.wav,xylophone_mystery,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/xylophone_mystery.wav,254960,1.445,musical_effects
400 Sounds Pack,Musical Effects,xylophone_negative.wav,xylophone_negative,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/xylophone_negative.wav,237176,1.344,musical_effects
400 Sounds Pack,Musical Effects,xylophone_negative_long.wav,xylophone_negative_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/xylophone_negative_long.wav,220572,1.25,musical_effects
400 Sounds Pack,Musical Effects,xylophone_negative_quick.wav,xylophone_negative_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/xylophone_negative_quick.wav,191720,1.087,ui
400 Sounds Pack,Musical Effects,xylophone_positive_long.wav,xylophone_positive_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Musical Effects/xylophone_positive_long.wav,289912,1.643,musical_effects
400 Sounds Pack,Other,applause.wav,applause,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/applause.wav,2078764,11.784,other
400 Sounds Pack,Other,controller_button_press.wav,controller_button_press,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/controller_button_press.wav,196652,1.115,ui
400 Sounds Pack,Other,controller_button_press_2.wav,controller_button_press_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/controller_button_press_2.wav,243756,1.382,ui
400 Sounds Pack,Other,drink_slurp.wav,drink_slurp,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/drink_slurp.wav,180268,1.022,other
400 Sounds Pack,Other,elastic_twang.wav,elastic_twang,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/elastic_twang.wav,47148,0.267,other
400 Sounds Pack,Other,finger_click.wav,finger_click,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/finger_click.wav,94252,0.534,ui
400 Sounds Pack,Other,ghost_long.wav,ghost_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/ghost_long.wav,367212,4.163,other
400 Sounds Pack,Other,itching.wav,itching,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/itching.wav,231468,1.312,other
400 Sounds Pack,Other,keyboard_typing.wav,keyboard_typing,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/keyboard_typing.wav,638060,3.617,other
400 Sounds Pack,Other,light_match.wav,light_match,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/light_match.wav,225324,1.277,other
400 Sounds Pack,Other,munching_food.wav,munching_food,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/munching_food.wav,202796,1.149,other
400 Sounds Pack,Other,paste.wav,paste,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/paste.wav,145452,0.824,other
400 Sounds Pack,Other,record_scratch.wav,record_scratch,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/record_scratch.wav,54348,0.308,other
400 Sounds Pack,Other,slide_and_click.wav,slide_and_click,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/slide_and_click.wav,143404,0.813,ui
400 Sounds Pack,Other,snap.wav,snap,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/snap.wav,45100,0.255,other
400 Sounds Pack,Other,subtle_knock.wav,subtle_knock,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/subtle_knock.wav,65580,0.372,other
400 Sounds Pack,Other,white_noise_long.wav,white_noise_long,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/white_noise_long.wav,1063196,6.027,hit_enemy|hit_player
400 Sounds Pack,Other,white_noise_short.wav,white_noise_short,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/white_noise_short.wav,191824,1.087,hit_enemy|hit_player
400 Sounds Pack,Other,whoosh_1.wav,whoosh_1,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/whoosh_1.wav,57388,0.325,attack
400 Sounds Pack,Other,whoosh_2.wav,whoosh_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Other/whoosh_2.wav,135212,0.766,attack
400 Sounds Pack,Retro,coin.wav,coin,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/coin.wav,29208,0.331,loot|shop
400 Sounds Pack,Retro,coin_2.wav,coin_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/coin_2.wav,29208,0.331,loot|shop
400 Sounds Pack,Retro,coin_3.wav,coin_3,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/coin_3.wav,44752,0.507,loot|shop
400 Sounds Pack,Retro,coin_4.wav,coin_4,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/coin_4.wav,42072,0.477,loot|shop
400 Sounds Pack,Retro,explosion_large.wav,explosion_large,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/explosion_large.wav,117410,1.331,retro
400 Sounds Pack,Retro,explosion_medium.wav,explosion_medium,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/explosion_medium.wav,106990,1.213,retro
400 Sounds Pack,Retro,explosion_quick.wav,explosion_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/explosion_quick.wav,57510,0.652,ui
400 Sounds Pack,Retro,explosion_small.wav,explosion_small,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/explosion_small.wav,61926,0.702,retro
400 Sounds Pack,Retro,fall_quick.wav,fall_quick,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/fall_quick.wav,37964,0.43,death|ui
400 Sounds Pack,Retro,ghost.wav,ghost,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/ghost.wav,58006,0.657,retro
400 Sounds Pack,Retro,grow_big.wav,grow_big,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/grow_big.wav,94534,1.071,retro
400 Sounds Pack,Retro,hurt.wav,hurt,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/hurt.wav,18996,0.215,hit_player
400 Sounds Pack,Retro,jump.wav,jump,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/jump.wav,49198,0.557,retro
400 Sounds Pack,Retro,jump_short.wav,jump_short,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/jump_short.wav,29224,0.331,retro
400 Sounds Pack,Retro,jump_square.wav,jump_square,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/jump_square.wav,54454,0.617,retro
400 Sounds Pack,Retro,lose.wav,lose,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/lose.wav,93740,1.062,retro
400 Sounds Pack,Retro,menu_blip.wav,menu_blip,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/menu_blip.wav,8488,0.096,ui
400 Sounds Pack,Retro,power_down.wav,power_down,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/power_down.wav,45712,0.518,magic
400 Sounds Pack,Retro,power_down_2.wav,power_down_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/power_down_2.wav,29738,0.337,magic
400 Sounds Pack,Retro,power_up.wav,power_up,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/power_up.wav,56344,0.638,magic
400 Sounds Pack,Retro,power_up_2.wav,power_up_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/power_up_2.wav,64716,0.733,magic
400 Sounds Pack,Retro,punch.wav,punch,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/punch.wav,14160,0.16,attack|hit_enemy
400 Sounds Pack,Retro,throw.wav,throw,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/throw.wav,31068,0.352,retro
400 Sounds Pack,Retro,undesired_effect.wav,undesired_effect,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/undesired_effect.wav,42428,0.481,retro
400 Sounds Pack,Retro,wobble.wav,wobble,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Retro/wobble.wav,24752,0.28,retro
400 Sounds Pack,UI,cancel.wav,cancel,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/cancel.wav,26856,0.152,ui
400 Sounds Pack,UI,click_double_off.wav,click_double_off,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/click_double_off.wav,65580,0.372,ui
400 Sounds Pack,UI,click_double_off_2.wav,click_double_off_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/click_double_off_2.wav,110124,0.624,ui
400 Sounds Pack,UI,click_double_on.wav,click_double_on,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/click_double_on.wav,53292,0.302,ui
400 Sounds Pack,UI,click_double_on_2.wav,click_double_on_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/click_double_on_2.wav,94252,0.534,ui
400 Sounds Pack,UI,pop_1.wav,pop_1,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/pop_1.wav,38956,0.221,ui
400 Sounds Pack,UI,pop_2.wav,pop_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/pop_2.wav,32812,0.186,ui
400 Sounds Pack,UI,pop_3.wav,pop_3,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/pop_3.wav,41004,0.232,ui
400 Sounds Pack,UI,pop_4.wav,pop_4,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/pop_4.wav,51244,0.29,ui
400 Sounds Pack,UI,sci_fi_cancel.wav,sci_fi_cancel,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/sci_fi_cancel.wav,275028,1.559,ui
400 Sounds Pack,UI,sci_fi_confirm.wav,sci_fi_confirm,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/sci_fi_confirm.wav,263764,1.495,ui
400 Sounds Pack,UI,sci_fi_deselect.wav,sci_fi_deselect,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/sci_fi_deselect.wav,286292,1.623,ui
400 Sounds Pack,UI,sci_fi_disallow.wav,sci_fi_disallow,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/sci_fi_disallow.wav,263720,1.495,ui
400 Sounds Pack,UI,sci_fi_error.wav,sci_fi_error,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/sci_fi_error.wav,286212,1.622,ui
400 Sounds Pack,UI,sci_fi_hover.wav,sci_fi_hover,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/sci_fi_hover.wav,133320,0.756,ui
400 Sounds Pack,UI,sci_fi_hover_high.wav,sci_fi_hover_high,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/sci_fi_hover_high.wav,101428,0.575,ui
400 Sounds Pack,UI,sci_fi_select.wav,sci_fi_select,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/sci_fi_select.wav,275028,1.559,ui
400 Sounds Pack,UI,sci_fi_select_big.wav,sci_fi_select_big,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/sci_fi_select_big.wav,297044,1.684,ui
400 Sounds Pack,UI,select_1.wav,select_1,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/select_1.wav,22500,0.127,ui
400 Sounds Pack,UI,select_2.wav,select_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/select_2.wav,31264,0.177,ui
400 Sounds Pack,UI,select_3.wav,select_3,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/select_3.wav,31244,0.177,ui
400 Sounds Pack,UI,select_4.wav,select_4,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/select_4.wav,31172,0.176,ui
400 Sounds Pack,UI,synth_cancel.wav,synth_cancel,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/synth_cancel.wav,426960,2.42,ui
400 Sounds Pack,UI,synth_confirmation.wav,synth_confirmation,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/synth_confirmation.wav,445868,2.527,ui
400 Sounds Pack,UI,synth_error.wav,synth_error,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/synth_error.wav,376824,2.136,ui
400 Sounds Pack,UI,synth_process_complete.wav,synth_process_complete,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/synth_process_complete.wav,399448,2.264,quest|ui
400 Sounds Pack,UI,synth_shut_down.wav,synth_shut_down,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/synth_shut_down.wav,455968,2.585,ui
400 Sounds Pack,UI,synth_warning.wav,synth_warning,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/synth_warning.wav,372596,2.112,ui
400 Sounds Pack,UI,toggle_off.wav,toggle_off,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/toggle_off.wav,75820,0.43,ui
400 Sounds Pack,UI,toggle_on.wav,toggle_on,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/UI/toggle_on.wav,84012,0.476,ui
400 Sounds Pack,Weapons,harsh_thud.wav,harsh_thud,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/harsh_thud.wav,89644,0.508,attack|hit_enemy
400 Sounds Pack,Weapons,shot_muffled.wav,shot_muffled,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/shot_muffled.wav,98860,0.56,attack
400 Sounds Pack,Weapons,sword_clash.wav,sword_clash,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/sword_clash.wav,61484,0.348,attack
400 Sounds Pack,Weapons,sword_clash_2.wav,sword_clash_2,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/sword_clash_2.wav,47148,0.267,attack
400 Sounds Pack,Weapons,sword_drop.wav,sword_drop,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/sword_drop.wav,170028,0.964,attack
400 Sounds Pack,Weapons,sword_light.wav,sword_light,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/sword_light.wav,63532,0.36,attack
400 Sounds Pack,Weapons,sword_sharpen.wav,sword_sharpen,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/sword_sharpen.wav,98348,0.557,attack
400 Sounds Pack,Weapons,sword_slice.wav,sword_slice,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/sword_slice.wav,135212,0.766,attack|magic
400 Sounds Pack,Weapons,sword_unsheath.wav,sword_unsheath,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/sword_unsheath.wav,124972,0.708,attack
400 Sounds Pack,Weapons,weapon_drop.wav,weapon_drop,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/weapon_drop.wav,137260,0.778,attack
400 Sounds Pack,Weapons,weapon_equip.wav,weapon_equip,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/weapon_equip.wav,141356,0.801,attack|ui
400 Sounds Pack,Weapons,weapon_equip_short.wav,weapon_equip_short,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/weapon_equip_short.wav,51244,0.29,attack|ui
400 Sounds Pack,Weapons,weapon_pick_up.wav,weapon_pick_up,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/weapon_pick_up.wav,159788,0.906,attack
400 Sounds Pack,Weapons,weapon_unequip.wav,weapon_unequip,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/weapon_unequip.wav,116780,0.662,attack|ui
400 Sounds Pack,Weapons,weapon_upgrade.wav,weapon_upgrade,.wav,action_rpg_mode/assets/sounds/400 Sounds Pack/Weapons/weapon_upgrade.wav,139308,0.789,attack
custom,custom_user_added,bubble pop.wav,bubble pop,.wav,action_rpg_mode/assets/sounds/bubble pop.wav,176478,1.0,custom
custom,custom_user_added,ding menu aigu.wav,ding menu aigu,.wav,action_rpg_mode/assets/sounds/ding menu aigu.wav,302478,1.714,ui
custom,custom_user_added,ding menu grave.wav,ding menu grave,.wav,action_rpg_mode/assets/sounds/ding menu grave.wav,302478,1.714,ui
custom,custom_user_added,hit_sort.wav,hit_sort,.wav,action_rpg_mode/assets/sounds/hit_sort.wav,176478,1.0,hit_enemy|hit_player
custom,custom_user_added,level up.wav,level up,.wav,action_rpg_mode/assets/sounds/level up.wav,176478,1.0,quest
custom,custom_user_added,lvl_up.wav,lvl_up,.wav,action_rpg_mode/assets/sounds/lvl_up.wav,302478,1.714,custom
custom,custom_user_added,quest accepted.wav,quest accepted,.wav,action_rpg_mode/assets/sounds/quest accepted.wav,213346,1.209,quest
custom,custom_user_added,quest_complete.wav,quest_complete,.wav,action_rpg_mode/assets/sounds/quest_complete.wav,201862,1.144,quest
custom,custom_user_added,rare item.wav,rare item,.wav,action_rpg_mode/assets/sounds/rare item.wav,176478,1.0,loot|shop
